;sentiment;text
8931;0;@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/frrfxCCw7Z http://t.co/nKlW9SsVRQ
8945;0;@JetBlue no, I am fine to fly! Haha, they come at random, with the hemophilia, but what if i need extra assistance
4768;-1;@SouthwestAir almost at the gate for 1156 to SF. Please wait 60 more seconds.
602;0;@united dm these nuts
9478;-1;@USAirways / @AmericanAir was the worst experience I've ever had flying. Rude, delays, Cancelled Flightlations, lack of updates, and wasting our time
6221;0;@SouthwestAir just sent you a DM w/ additonal info
4123;0;@united do you have an e-mail address I can write my account to? Might be less likely to disappear
11621;0;@USAirways @erickofiejones how long are billing cycles
352;0;@VirginAmerica to jump into the #Dallas #Austin market http://t.co/SzR0pioA21
3070;1;@united -huge kudos to the FO of Sunday's flt #1623 sjo-iad. Handed my daughter her first pair of wings! Keeping traditions alive.
14235;-1;@AmericanAir flight 1019 I need 2 b on the first flight out frm MIA 2 TPA. I'm extremely irritated. I've been at this airport for 5.5 hrs.
6339;1;@SouthwestAir @DeltaPoints hey at least you guys are honest with your customers unlike @Delta
2171;-1;@united boarding a #plane would be much faster if you boarded back to front instead of front to back #MakesSense #efficiency #travel #flying
11401;-1;@USAirways I asked for some reimbursement something like miles added to my account and was told to call customer service
3715;1;@united Will have to try standby in Denver tonight or will have to Cancelled Flight father son trip till next year. Thx for trying.
8728;0;@JetBlue @KleinErin Hi! Know a pastor or homeschool mom who might like SpiritED? Have 'em contact me on Prefundia:http://t.co/jRbZLHRW7y
2481;0;@united I got it now. Wouldn't let me log on with my email. Thx. Here's hoping for dtw-ase without issue today
8643;1;@JetBlue @Cayman_Islands  I know that bar :)  Wish I was there now!
1145;-1;"@united It's the fact that an international should not be with out her bag and no sense of what's going on other than ""maintenance""."
11553;1;"@USAirways YOU ARE THE BEST!!! FOLLOW ME PLEASE;)🙏🙏🙏✌️✌️✌️🙏🙏🙏"
8325;0;@JetBlue My card company and I explained the issue over the phone when I was in Mexico. I purchased a new ticket over the phone.
5096;1;@SouthwestAir never lets me down!!!
4407;1;@SouthwestAir Thx for your quick response and action! bf will make good use of the voucher #satisfied #happycustomer
12835;-1;@AmericanAir so what if I didn't have the funds to purchase another ticket? Your error would cause my family to miss the funeral
7472;-1;@JetBlue is blaming @TSA for flight 584 luggage debacle!  #luggagegate
2485;-1;@united customer service: 16hr delay coupon can only be redeemed on website which has $200 higher prices than Expedia, call wait time 55mins
2762;1;"@united free booze for the Bach party would make it better!  ORD--&gt;MSY #Delayed #Again   We will enjoy either way.  Thanks!"
5635;1;@SouthwestAir thank you! DMing now.
11746;-1;@usairways told no gates open at #ORD, needed to wait 20mins. Still waiting after about 4 mins.
13120;0;@AmericanAir I wrote down the evoucher number. I got rid of the voucher when I purchased air fair
1680;0;@united AND WE GOT ZERO VOUCHERS FOR HOTEL OR CAB. I expect some SERIOUS mileage credits.
11138;0;@USAirways yes travel is complete flight 5095 from CLT to CAK Feb 18
3621;0;@united Hopefully They will give me a feedback, bafore my flight...
13272;0;@AmericanAir Thank you, but I'll be Cancelled Flighting my return flight, as I've already rebooked with another airline so I can get home today.
2614;0;@united San Diego to Chicago. Leaving at 6:15 am tomorrow
6016;1;@SouthwestAir @FortuneMagazine I DO like your airlines, congrats! : )
14458;-1;"@AmericanAir you think I haven't tried that multiple times?? The ""status"" of my bag is that it should've been here YESTERDAY. So disgusted."
4910;0;@SouthwestAir I have followed you. Awaiting your DM.
6349;1;@SouthwestAir for the win as always- saved my day and got me on a direct to Orlando. 🎉🎉🎉
6437;1;@SouthwestAir though I work for another major airline,  I LOVE your Black history month commercial. I Thank you.
670;1;@united thanks, just sent :)
531;0;@united Do I need to use a Chase United Club pass for my 8yr old son, or can he come in with me on my pass?
12705;-1;@AmericanAir 4369. about 4 flights all using same gate w/buses to the planes.  Awful boarding process. Hour and a half Late Flight
6812;1;@JetBlue Annnndddd, I just booked my flight. That was easy.
12073;1;@AmericanAir Great, thanks. Followed.
12016;1;@AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.
14464;0;@AmericanAir  2 hours to be answered on a call?
311;1;.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps
13389;0;@AmericanAir how are the runways at DFW? Will you be flying Late Flightr today? Thanks.
8792;-1;@JetBlue so I'm penalized for packing lightly, having 1 bag and paying extra for a seat?
124;1;@VirginAmerica you have the absolute best team and customer service ever.  Every time I fly with you I'm delighted.  Thank you!
10404;-1;@USAirways you can send my luggage to my house👋
1736;1;"@united Thx, just DM'd. Conf #'s MQXC64 &amp; MPWNC2. Any help appreciated"
12315;1;@AmericanAir Thank you for the quick customer service today. #RefundProcedureNotTooPainful I know that Winter Weather is not your fault.
14429;-1;@AmericanAir the reservation system won't even let us leave our phone #. I have no way to fix that you rebooked me on wrong day!
12417;0;Thanks, @chasefoster. Was just about to book a flight to UK using @AmericanAir, but after reading this exchange, there's no way. I've sent
9670;1;@USAirways Thank you. I'll do that next time!
14556;1;@AmericanAir Thank you.....you do the same!!
4616;1;@SouthwestAir 3 hours and 80 degree difference. Yes please!!  MHT TO MCO @sadie4406 http://t.co/MRAW3qDw4D
14099;0;@AmericanAir @derekc21 , so what would be a file number that works , needs to be 10 characters , email me derek.austin@century21.ca  easier
13923;-1;@AmericanAir they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr
6423;-1;@SouthwestAir what are the chances you will be Cancelled Flighting all flights in and out of Nashville again?
9831;0;@USAirways #555PHLtoSLC this is happening now.
9874;-1;@USAirways hello! I never received a confirmation code for my flights (though they are confirmed--so says the automated reply). Any ideas?
666;0;@united how about 3659 YUL-ORD?
4821;0;@SouthwestAir may I have my Companion pass please.
9330;-1;@USAirways I have never had a more unpleasant travel experience in my life. Now I might not get on my flight till tomorrow? This is insane
4208;1;@united looks like I'm settled in to where I'm going.  Thx.
6884;-1;@JetBlue - Hopefully that will help someone in the future. Would there have been a different procedure if I had discovered the theft sooner?
2342;1;@united I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!
7732;1;@JetBlue he just went above and beyond to be helpful
7250;-1;@JetBlue flight was two days ago. Flight 1918 from POS.
6238;0;@SouthwestAir how can I get tickets for Feb 20 Imagine Dragons show?
10034;-1;@USAirways Yes, there is horrible snow. But seriously, can you not hire more people to answer the phones? Competitor have call back numbers.
12360;1;@AmericanAir Thank you for being so responsive on Twitter. Truly impressive.
12397;-1;@AmericanAir as your flight attendants are an extension of your brand - bitchy flight attendants on 5:30 am flights are not appreciated.
6483;-1;@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service
6958;0;😳 LOLOLOLOLOL “@JetBlue: Our fleet's on fleek. http://t.co/YXSwFq9tGP”
11696;1;@USAirways Flight # 604. Thanks.
432;0;@VirginAmerica Nice to see you expanding in Texas but don't forget about us here in #SanDiego. I would love to see more flights out of here!
723;1;@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!
9401;-1;@USAirways you guys lost my luggage
754;-1;@united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail
552;1;@united - thanks for your help...got me what I need, but its an issue with @_austrian . I guess I sit awhile longer.
12539;-1;@AmericanAir Cancelled Flightled flight from fresno then rebooked for LAX now flight Cancelled Flightled again and its midnight with no more hotel available???
1545;0;"@united on the plane. I was thoughtful enough to ask for it and got it; there are prob others that also deserved it"
3117;1;@united I especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice
7831;1;@JetBlue Kudos to JetBlue social media team for jumping in an helping me out during the last snow storm while web site was down..Thanks!!
3185;-1;@united stuck on Tarmac for the last hour. Can I have a beer?
270;0;@VirginAmerica way to take advantage of #MayweatherPacquiao :)
13649;-1;@AmericanAir No it isn't -  sheer incompetence was reigning at DFW today. I was there. On a plane on the GD runway. I doubt you were.
4818;1;@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice
4634;0;@SouthwestAir is it possible to add travel arranged by my employer to my upcoming travel? I can retrieve a reservation, but that's it.
8015;1;@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!
466;1;"@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future."
11856;1;@USAirways please give Tara G a pat on the back and praise.  She was very very helpful.  She is at PHL member lounge
11184;0;@USAirways if you've got room on an earlier flight home, why charge me $75 to get on it? Be the hero!
4038;0;@united reinstating the kosher meals that were dropped shortly after the merger?
11383;-1;@USAirways You have Cancelled Flighted our flights 5 times over the past 3 days...and the experience has been the worst...never again...
3863;-1;@united surprise me.  Otherwise, the flight is over and I don't have a good feeling about your airline.
40;1;@VirginAmerica View of downtown Los Angeles, the Hollywood Sign, and beyond that rain in the mountains! http://t.co/Dw5nf0ibtr
6688;0;@SouthwestAir could you tell me if any upgrades are available on a flight out of STL tomorrow morning.
7452;0;@JetBlue is there wifi on he plain
11033;1;"@USAirways I know that, thanks. Evaluate further ;-) ... -Chairman"
7618;1;@JetBlue Great service from PBI to HPN! Thanks.
1695;-1;@united is by far THE WORST airline I've ever had the misfortune of flying with in all the 44 countries I've flown to!!! It's outrageous!
10478;0;@USAirways what about AA miles for USAir flights booked through American?
758;1;@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!
10643;1;@USAirways Just spoke with a representative. Moved my flight earlier. Thank you so much for the follow up.
5573;0;@SouthwestAir I saw ppl were winning tickets still, how do we win some?
7755;0;@JetBlue will we be able to watch the Oscars on our flight tomorrow?
9071;-1;@usairways is your clt departures delayed? Hoping I can make my connection after a lengthy take off delay and endless taxi-ing here at clt
